ID,BSSID,SSID,RSSI,cellID,type,scanID
5378,6a:02:98:05:a1:fd,Ziggo,-90,3,training,477
5379,6a:9f:2d:9a:58:7e,KPN Fon,-94,3,training,477
5380,38:43:7d:3b:01:ca,Ziggo4976862,-94,3,training,477
5381,3a:43:1d:3b:01:ca,Ziggo,-94,3,training,477
5382,18:35:d1:2b:3d:61,WillemGM,-88,3,training,477
5383,ae:22:15:23:8a:eb,Ziggo,-91,3,training,477
5384,ac:22:05:23:8a:eb,SRK,-92,3,training,477
5385,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-43,3,training,478
5386,b2:c2:87:e4:22:98,Ziggo,-43,3,training,478
5387,fc:ec:da:1a:0a:e9,innovate,-62,3,training,478
5388,60:33:4b:e4:c5:69,Netwerk van Joost,-50,3,training,478
5389,84:9c:a6:90:1f:88,Nitro,-61,3,training,478
5390,fe:ec:da:1a:0a:e9,,-57,3,training,478
5391,68:02:b8:05:a1:fd,Ziggo4211383,-92,3,training,478
5392,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-88,3,training,478
5393,6a:02:98:05:a1:fd,Ziggo,-90,3,training,478
5394,6a:9f:2d:9a:58:7e,KPN Fon,-94,3,training,478
5395,38:43:7d:3b:01:ca,Ziggo4976862,-94,3,training,478
5396,3a:43:1d:3b:01:ca,Ziggo,-94,3,training,478
5397,18:35:d1:2b:3d:61,WillemGM,-88,3,training,478
5398,ae:22:15:23:8a:eb,Ziggo,-91,3,training,478
5399,ac:22:05:23:8a:eb,SRK,-92,3,training,478
5400,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-45,3,training,479
5401,b2:c2:87:e4:22:98,Ziggo,-45,3,training,479
5402,fc:ec:da:1a:0a:e9,innovate,-59,3,training,479
5403,60:33:4b:e4:c5:69,Netwerk van Joost,-50,3,training,479
5404,84:9c:a6:90:1f:88,Nitro,-56,3,training,479
5405,fe:ec:da:1a:0a:e9,,-58,3,training,479
5406,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,3,training,479
5407,6a:02:98:05:a1:fd,Ziggo,-90,3,training,479
5408,38:43:7d:3b:01:ca,Ziggo4976862,-94,3,training,479
5409,3a:43:1d:3b:01:ca,Ziggo,-94,3,training,479
5410,18:35:d1:2b:3d:61,WillemGM,-92,3,training,479
5411,ae:22:15:23:8a:eb,Ziggo,-91,3,training,479
5412,ac:22:05:23:8a:eb,SRK,-92,3,training,479
5413,6a:02:98:05:c5:14,Ziggo,-84,3,training,479
5414,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,4,training,480
5415,b2:c2:87:e4:22:98,Ziggo,-45,4,training,480
5416,fc:ec:da:1a:0a:e9,innovate,-56,4,training,480
5417,60:33:4b:e4:c5:69,Netwerk van Joost,-54,4,training,480
5418,84:9c:a6:90:1f:88,Nitro,-60,4,training,480
5419,fe:ec:da:1a:0a:e9,,-58,4,training,480
5420,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,4,training,480
5421,18:35:d1:2b:3d:61,WillemGM,-92,4,training,480
5422,ae:22:15:23:8a:eb,Ziggo,-91,4,training,480
5423,ac:22:05:23:8a:eb,SRK,-92,4,training,480
5424,6a:02:98:05:c5:14,Ziggo,-84,4,training,480
5425,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,4,training,481
5426,b2:c2:87:e4:22:98,Ziggo,-45,4,training,481
5427,fc:ec:da:1a:0a:e9,innovate,-66,4,training,481
5428,60:33:4b:e4:c5:69,Netwerk van Joost,-54,4,training,481
5429,84:9c:a6:90:1f:88,Nitro,-71,4,training,481
5430,fe:ec:da:1a:0a:e9,,-58,4,training,481
5431,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-88,4,training,481
5432,18:35:d1:2b:3d:61,WillemGM,-92,4,training,481
5433,ae:22:15:23:8a:eb,Ziggo,-90,4,training,481
5434,6a:02:98:05:c5:14,Ziggo,-84,4,training,481
5435,68:02:b8:05:a1:fd,Ziggo4211383,-88,4,training,481
5436,6a:02:98:05:a1:fd,Ziggo,-89,4,training,481
5437,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-42,4,training,482
5438,b2:c2:87:e4:22:98,Ziggo,-43,4,training,482
5439,fc:ec:da:1a:0a:e9,innovate,-68,4,training,482
5440,60:33:4b:e4:c5:69,Netwerk van Joost,-58,4,training,482
5441,84:9c:a6:90:1f:88,Nitro,-75,4,training,482
5442,fe:ec:da:1a:0a:e9,,-68,4,training,482
5443,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-86,4,training,482
5444,ae:22:15:23:8a:eb,Ziggo,-90,4,training,482
5445,68:02:b8:05:a1:fd,Ziggo4211383,-90,4,training,482
5446,6a:02:98:05:a1:fd,Ziggo,-89,4,training,482
5447,f6:57:40:94:e9:cc,Ziggo,-90,4,training,482
5448,6a:02:98:05:c5:14,Ziggo,-90,4,training,482
5449,18:35:d1:2b:3d:61,WillemGM,-92,4,training,482
5450,ae:22:15:2b:83:59,Ziggo,-94,4,training,482
5451,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-42,4,training,483
5452,b2:c2:87:e4:22:98,Ziggo,-43,4,training,483
5453,fc:ec:da:1a:0a:e9,innovate,-69,4,training,483
5454,60:33:4b:e4:c5:69,Netwerk van Joost,-50,4,training,483
5455,84:9c:a6:90:1f:88,Nitro,-75,4,training,483
5456,fe:ec:da:1a:0a:e9,,-69,4,training,483
5457,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-86,4,training,483
5458,ae:22:15:23:8a:eb,Ziggo,-89,4,training,483
5459,68:02:b8:05:a1:fd,Ziggo4211383,-86,4,training,483
5460,6a:02:98:05:a1:fd,Ziggo,-89,4,training,483
5461,f6:57:40:94:e9:cc,Ziggo,-90,4,training,483
5462,6a:02:98:05:c5:14,Ziggo,-90,4,training,483
5463,18:35:d1:2b:3d:61,WillemGM,-92,4,training,483
5464,ae:22:15:2b:83:59,Ziggo,-94,4,training,483
5465,68:02:b8:05:c5:14,Partytime,-89,4,training,483
5466,ac:22:05:23:8a:eb,SRK,-91,4,training,483
5467,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-46,4,training,484
5468,b2:c2:87:e4:22:98,Ziggo,-47,4,training,484
5469,fc:ec:da:1a:0a:e9,innovate,-65,4,training,484
5470,60:33:4b:e4:c5:69,Netwerk van Joost,-50,4,training,484
5471,84:9c:a6:90:1f:88,Nitro,-77,4,training,484
5472,fe:ec:da:1a:0a:e9,,-65,4,training,484
5473,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-86,4,training,484
5474,ae:22:15:23:8a:eb,Ziggo,-89,4,training,484
5475,68:02:b8:05:a1:fd,Ziggo4211383,-86,4,training,484
5476,6a:02:98:05:a1:fd,Ziggo,-89,4,training,484
5477,f6:57:40:94:e9:cc,Ziggo,-90,4,training,484
5478,6a:02:98:05:c5:14,Ziggo,-90,4,training,484
5479,18:35:d1:2b:3d:61,WillemGM,-92,4,training,484
5480,ae:22:15:2b:83:59,Ziggo,-94,4,training,484
5481,68:02:b8:05:c5:14,Partytime,-89,4,training,484
5482,ac:22:05:23:8a:eb,SRK,-91,4,training,484
5483,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-47,4,training,485
5484,b2:c2:87:e4:22:98,Ziggo,-47,4,training,485
5485,fc:ec:da:1a:0a:e9,innovate,-65,4,training,485
5486,60:33:4b:e4:c5:69,Netwerk van Joost,-46,4,training,485
5487,84:9c:a6:90:1f:88,Nitro,-77,4,training,485
5488,fe:ec:da:1a:0a:e9,,-65,4,training,485
5489,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-86,4,training,485
5490,ae:22:15:23:8a:eb,Ziggo,-89,4,training,485
5491,68:02:b8:05:a1:fd,Ziggo4211383,-86,4,training,485
5492,f6:57:40:94:e9:cc,Ziggo,-90,4,training,485
5493,6a:02:98:05:c5:14,Ziggo,-90,4,training,485
5494,18:35:d1:2b:3d:61,WillemGM,-92,4,training,485
5495,ae:22:15:2b:83:59,Ziggo,-94,4,training,485
5496,68:02:b8:05:c5:14,Partytime,-89,4,training,485
5497,ac:22:05:23:8a:eb,SRK,-91,4,training,485
5498,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-47,4,training,486
5499,b2:c2:87:e4:22:98,Ziggo,-45,4,training,486
5500,fc:ec:da:1a:0a:e9,innovate,-64,4,training,486
5501,60:33:4b:e4:c5:69,Netwerk van Joost,-48,4,training,486
5502,84:9c:a6:90:1f:88,Nitro,-73,4,training,486
5503,fe:ec:da:1a:0a:e9,,-65,4,training,486
5504,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-86,4,training,486
5505,ae:22:15:23:8a:eb,Ziggo,-89,4,training,486
5506,68:02:b8:05:a1:fd,Ziggo4211383,-86,4,training,486
5507,f6:57:40:94:e9:cc,Ziggo,-90,4,training,486
5508,6a:02:98:05:c5:14,Ziggo,-90,4,training,486
5509,18:35:d1:2b:3d:61,WillemGM,-92,4,training,486
5510,ae:22:15:2b:83:59,Ziggo,-94,4,training,486
5511,68:02:b8:05:c5:14,Partytime,-89,4,training,486
5512,ac:22:05:23:8a:eb,SRK,-91,4,training,486
5513,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-45,4,training,487
5514,b2:c2:87:e4:22:98,Ziggo,-45,4,training,487
5515,fc:ec:da:1a:0a:e9,innovate,-66,4,training,487
5516,60:33:4b:e4:c5:69,Netwerk van Joost,-48,4,training,487
5517,84:9c:a6:90:1f:88,Nitro,-75,4,training,487
5518,fe:ec:da:1a:0a:e9,,-65,4,training,487
5519,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,487
5520,ae:22:15:23:8a:eb,Ziggo,-89,4,training,487
5521,68:02:b8:05:a1:fd,Ziggo4211383,-86,4,training,487
5522,68:02:b8:05:c5:14,Partytime,-89,4,training,487
5523,ac:22:05:23:8a:eb,SRK,-87,4,training,487
5524,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-42,4,training,488
5525,b2:c2:87:e4:22:98,Ziggo,-42,4,training,488
5526,fc:ec:da:1a:0a:e9,innovate,-67,4,training,488
5527,60:33:4b:e4:c5:69,Netwerk van Joost,-49,4,training,488
5528,84:9c:a6:90:1f:88,Nitro,-77,4,training,488
5529,fe:ec:da:1a:0a:e9,,-68,4,training,488
5530,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,488
5531,ac:22:05:23:8a:eb,SRK,-87,4,training,488
5532,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,4,training,489
5533,b2:c2:87:e4:22:98,Ziggo,-44,4,training,489
5534,fc:ec:da:1a:0a:e9,innovate,-67,4,training,489
5535,60:33:4b:e4:c5:69,Netwerk van Joost,-47,4,training,489
5536,84:9c:a6:90:1f:88,Nitro,-73,4,training,489
5537,fe:ec:da:1a:0a:e9,,-68,4,training,489
5538,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,489
5539,ac:22:05:23:8a:eb,SRK,-87,4,training,489
5540,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,4,training,490
5541,b2:c2:87:e4:22:98,Ziggo,-38,4,training,490
5542,fc:ec:da:1a:0a:e9,innovate,-67,4,training,490
5543,60:33:4b:e4:c5:69,Netwerk van Joost,-46,4,training,490
5544,84:9c:a6:90:1f:88,Nitro,-75,4,training,490
5545,fe:ec:da:1a:0a:e9,,-67,4,training,490
5546,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,490
5547,ac:22:05:23:8a:eb,SRK,-85,4,training,490
5548,ae:22:15:23:8a:eb,Ziggo,-85,4,training,490
5549,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-37,4,training,491
5550,b2:c2:87:e4:22:98,Ziggo,-37,4,training,491
5551,fc:ec:da:1a:0a:e9,innovate,-64,4,training,491
5552,60:33:4b:e4:c5:69,Netwerk van Joost,-46,4,training,491
5553,84:9c:a6:90:1f:88,Nitro,-71,4,training,491
5554,fe:ec:da:1a:0a:e9,,-67,4,training,491
5555,ac:22:05:23:8a:eb,SRK,-85,4,training,491
5556,ae:22:15:23:8a:eb,Ziggo,-85,4,training,491
5557,6a:02:98:05:a1:fd,Ziggo,-89,4,training,491
5558,c8:0e:14:4a:ec:06,Casa del Vino,-89,4,training,491
5559,68:02:b8:05:c5:14,Partytime,-92,4,training,491
5560,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-36,4,training,492
5561,b2:c2:87:e4:22:98,Ziggo,-36,4,training,492
5562,fc:ec:da:1a:0a:e9,innovate,-63,4,training,492
5563,60:33:4b:e4:c5:69,Netwerk van Joost,-46,4,training,492
5564,84:9c:a6:90:1f:88,Nitro,-71,4,training,492
5565,fe:ec:da:1a:0a:e9,,-67,4,training,492
5566,ac:22:05:23:8a:eb,SRK,-85,4,training,492
5567,ae:22:15:23:8a:eb,Ziggo,-85,4,training,492
5568,6a:02:98:05:a1:fd,Ziggo,-89,4,training,492
5569,c8:0e:14:4a:ec:06,Casa del Vino,-89,4,training,492
5570,68:02:b8:05:c5:14,Partytime,-92,4,training,492
5571,68:02:b8:05:a1:fd,Ziggo4211383,-89,4,training,492
5572,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-84,4,training,492
5573,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,4,training,493
5574,b2:c2:87:e4:22:98,Ziggo,-38,4,training,493
5575,fc:ec:da:1a:0a:e9,innovate,-65,4,training,493
5576,60:33:4b:e4:c5:69,Netwerk van Joost,-45,4,training,493
5577,84:9c:a6:90:1f:88,Nitro,-75,4,training,493
5578,fe:ec:da:1a:0a:e9,,-67,4,training,493
5579,ac:22:05:23:8a:eb,SRK,-85,4,training,493
5580,ae:22:15:23:8a:eb,Ziggo,-85,4,training,493
5581,6a:02:98:05:a1:fd,Ziggo,-89,4,training,493
5582,c8:0e:14:4a:ec:06,Casa del Vino,-89,4,training,493
5583,68:02:b8:05:c5:14,Partytime,-92,4,training,493
5584,68:02:b8:05:a1:fd,Ziggo4211383,-89,4,training,493
5585,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,4,training,493
5586,6a:02:98:05:c5:14,Ziggo,-92,4,training,493
5587,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-37,4,training,494
5588,b2:c2:87:e4:22:98,Ziggo,-38,4,training,494
5589,fc:ec:da:1a:0a:e9,innovate,-64,4,training,494
5590,60:33:4b:e4:c5:69,Netwerk van Joost,-45,4,training,494
5591,84:9c:a6:90:1f:88,Nitro,-80,4,training,494
5592,fe:ec:da:1a:0a:e9,,-64,4,training,494
5593,ac:22:05:23:8a:eb,SRK,-88,4,training,494
5594,6a:02:98:05:a1:fd,Ziggo,-89,4,training,494
5595,c8:0e:14:4a:ec:06,Casa del Vino,-88,4,training,494
5596,68:02:b8:05:c5:14,Partytime,-92,4,training,494
5597,68:02:b8:05:a1:fd,Ziggo4211383,-89,4,training,494
5598,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-80,4,training,494
5599,6a:02:98:05:c5:14,Ziggo,-92,4,training,494
5600,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-37,4,training,495
5601,b2:c2:87:e4:22:98,Ziggo,-54,4,training,495
5602,fc:ec:da:1a:0a:e9,innovate,-64,4,training,495
5603,60:33:4b:e4:c5:69,Netwerk van Joost,-45,4,training,495
5604,84:9c:a6:90:1f:88,Nitro,-79,4,training,495
5605,fe:ec:da:1a:0a:e9,,-64,4,training,495
5606,ac:22:05:23:8a:eb,SRK,-88,4,training,495
5607,6a:02:98:05:a1:fd,Ziggo,-89,4,training,495
5608,c8:0e:14:4a:ec:06,Casa del Vino,-88,4,training,495
5609,68:02:b8:05:c5:14,Partytime,-92,4,training,495
5610,68:02:b8:05:a1:fd,Ziggo4211383,-89,4,training,495
5611,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-82,4,training,495
5612,6a:02:98:05:c5:14,Ziggo,-92,4,training,495
5613,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-37,4,training,496
5614,b2:c2:87:e4:22:98,Ziggo,-41,4,training,496
5615,fc:ec:da:1a:0a:e9,innovate,-64,4,training,496
5616,60:33:4b:e4:c5:69,Netwerk van Joost,-45,4,training,496
5617,84:9c:a6:90:1f:88,Nitro,-78,4,training,496
5618,fe:ec:da:1a:0a:e9,,-65,4,training,496
5619,ac:22:05:23:8a:eb,SRK,-88,4,training,496
5620,c8:0e:14:4a:ec:06,Casa del Vino,-87,4,training,496
5621,68:02:b8:05:c5:14,Partytime,-92,4,training,496
5622,68:02:b8:05:a1:fd,Ziggo4211383,-89,4,training,496
5623,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-82,4,training,496
5624,6a:02:98:05:c5:14,Ziggo,-92,4,training,496
5625,5a:d3:43:6c:63:b9,Ziggo,-92,4,training,496
5626,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-37,4,training,497
5627,b2:c2:87:e4:22:98,Ziggo,-37,4,training,497
5628,fc:ec:da:1a:0a:e9,innovate,-68,4,training,497
5629,60:33:4b:e4:c5:69,Netwerk van Joost,-45,4,training,497
5630,84:9c:a6:90:1f:88,Nitro,-76,4,training,497
5631,fe:ec:da:1a:0a:e9,,-65,4,training,497
5632,ac:22:05:23:8a:eb,SRK,-89,4,training,497
5633,c8:0e:14:4a:ec:06,Casa del Vino,-87,4,training,497
5634,68:02:b8:05:c5:14,Partytime,-92,4,training,497
5635,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-83,4,training,497
5636,6a:02:98:05:c5:14,Ziggo,-92,4,training,497
5637,5a:d3:43:6c:63:b9,Ziggo,-92,4,training,497
5638,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-39,4,training,498
5639,b2:c2:87:e4:22:98,Ziggo,-39,4,training,498
5640,fc:ec:da:1a:0a:e9,innovate,-68,4,training,498
5641,60:33:4b:e4:c5:69,Netwerk van Joost,-44,4,training,498
5642,84:9c:a6:90:1f:88,Nitro,-75,4,training,498
5643,fe:ec:da:1a:0a:e9,,-65,4,training,498
5644,ac:22:05:23:8a:eb,SRK,-89,4,training,498
5645,c8:0e:14:4a:ec:06,Casa del Vino,-87,4,training,498
5646,68:02:b8:05:c5:14,Partytime,-92,4,training,498
5647,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-82,4,training,498
5648,5a:d3:43:6c:63:b9,Ziggo,-92,4,training,498
5649,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,4,training,499
5650,b2:c2:87:e4:22:98,Ziggo,-38,4,training,499
5651,fc:ec:da:1a:0a:e9,innovate,-66,4,training,499
5652,60:33:4b:e4:c5:69,Netwerk van Joost,-48,4,training,499
5653,84:9c:a6:90:1f:88,Nitro,-73,4,training,499
5654,fe:ec:da:1a:0a:e9,,-66,4,training,499
5655,ac:22:05:23:8a:eb,SRK,-89,4,training,499
5656,c8:0e:14:4a:ec:06,Casa del Vino,-87,4,training,499
5657,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-81,4,training,499
5658,5a:d3:43:6c:63:b9,Ziggo,-92,4,training,499
5659,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,5,training,500
5660,b2:c2:87:e4:22:98,Ziggo,-38,5,training,500
5661,fc:ec:da:1a:0a:e9,innovate,-65,5,training,500
5662,60:33:4b:e4:c5:69,Netwerk van Joost,-54,5,training,500
5663,84:9c:a6:90:1f:88,Nitro,-77,5,training,500
5664,fe:ec:da:1a:0a:e9,,-65,5,training,500
5665,c8:0e:14:4a:ec:06,Casa del Vino,-87,5,training,500
5666,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-81,5,training,500
5667,18:35:d1:2b:3d:61,WillemGM,-91,5,training,500
5668,ae:22:15:2b:83:59,Ziggo,-91,5,training,500
5669,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-46,5,training,501
5670,b2:c2:87:e4:22:98,Ziggo,-47,5,training,501
5671,fc:ec:da:1a:0a:e9,innovate,-63,5,training,501
5672,60:33:4b:e4:c5:69,Netwerk van Joost,-58,5,training,501
5673,84:9c:a6:90:1f:88,Nitro,-81,5,training,501
5674,fe:ec:da:1a:0a:e9,,-65,5,training,501
5675,c8:0e:14:4a:ec:06,Casa del Vino,-87,5,training,501
5676,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-81,5,training,501
5677,18:35:d1:2b:3d:61,WillemGM,-93,5,training,501
5678,ae:22:15:2b:83:59,Ziggo,-91,5,training,501
5679,ac:22:05:23:8a:eb,SRK,-83,5,training,501
5680,ae:22:15:23:8a:eb,Ziggo,-86,5,training,501
5681,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-43,5,training,502
5682,b2:c2:87:e4:22:98,Ziggo,-43,5,training,502
5683,fc:ec:da:1a:0a:e9,innovate,-65,5,training,502
5684,60:33:4b:e4:c5:69,Netwerk van Joost,-54,5,training,502
5685,84:9c:a6:90:1f:88,Nitro,-78,5,training,502
5686,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,502
5687,18:35:d1:2b:3d:61,WillemGM,-93,5,training,502
5688,ac:22:05:23:8a:eb,SRK,-83,5,training,502
5689,ae:22:15:23:8a:eb,Ziggo,-90,5,training,502
5690,62:96:82:70:a6:bd,KPN Fon,-92,5,training,502
5691,fe:ec:da:1a:0a:e9,,-66,5,training,502
5692,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-46,5,training,503
5693,b2:c2:87:e4:22:98,Ziggo,-45,5,training,503
5694,fc:ec:da:1a:0a:e9,innovate,-64,5,training,503
5695,60:33:4b:e4:c5:69,Netwerk van Joost,-58,5,training,503
5696,84:9c:a6:90:1f:88,Nitro,-78,5,training,503
5697,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,503
5698,18:35:d1:2b:3d:61,WillemGM,-93,5,training,503
5699,ac:22:05:23:8a:eb,SRK,-83,5,training,503
5700,ae:22:15:23:8a:eb,Ziggo,-90,5,training,503
5701,62:96:82:70:a6:bd,KPN Fon,-92,5,training,503
5702,fe:ec:da:1a:0a:e9,,-64,5,training,503
5703,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-48,5,training,504
5704,b2:c2:87:e4:22:98,Ziggo,-48,5,training,504
5705,fc:ec:da:1a:0a:e9,innovate,-62,5,training,504
5706,60:33:4b:e4:c5:69,Netwerk van Joost,-53,5,training,504
5707,84:9c:a6:90:1f:88,Nitro,-78,5,training,504
5708,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,504
5709,18:35:d1:2b:3d:61,WillemGM,-93,5,training,504
5710,ac:22:05:23:8a:eb,SRK,-83,5,training,504
5711,ae:22:15:23:8a:eb,Ziggo,-90,5,training,504
5712,62:96:82:70:a6:bd,KPN Fon,-92,5,training,504
5713,fe:ec:da:1a:0a:e9,,-64,5,training,504
5714,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-46,5,training,505
5715,b2:c2:87:e4:22:98,Ziggo,-46,5,training,505
5716,fc:ec:da:1a:0a:e9,innovate,-65,5,training,505
5717,60:33:4b:e4:c5:69,Netwerk van Joost,-54,5,training,505
5718,84:9c:a6:90:1f:88,Nitro,-78,5,training,505
5719,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,505
5720,ae:22:15:23:8a:eb,Ziggo,-90,5,training,505
5721,62:96:82:70:a6:bd,KPN Fon,-92,5,training,505
5722,fe:ec:da:1a:0a:e9,,-64,5,training,505
5723,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,5,training,506
5724,b2:c2:87:e4:22:98,Ziggo,-44,5,training,506
5725,fc:ec:da:1a:0a:e9,innovate,-66,5,training,506
5726,60:33:4b:e4:c5:69,Netwerk van Joost,-56,5,training,506
5727,84:9c:a6:90:1f:88,Nitro,-82,5,training,506
5728,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,506
5729,fe:ec:da:1a:0a:e9,,-64,5,training,506
5730,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-45,5,training,507
5731,b2:c2:87:e4:22:98,Ziggo,-45,5,training,507
5732,fc:ec:da:1a:0a:e9,innovate,-66,5,training,507
5733,60:33:4b:e4:c5:69,Netwerk van Joost,-61,5,training,507
5734,84:9c:a6:90:1f:88,Nitro,-78,5,training,507
5735,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,507
5736,fe:ec:da:1a:0a:e9,,-64,5,training,507
5737,6a:02:98:05:a1:fd,Ziggo,-90,5,training,507
5738,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-51,5,training,508
5739,b2:c2:87:e4:22:98,Ziggo,-51,5,training,508
5740,fc:ec:da:1a:0a:e9,innovate,-63,5,training,508
5741,60:33:4b:e4:c5:69,Netwerk van Joost,-61,5,training,508
5742,84:9c:a6:90:1f:88,Nitro,-78,5,training,508
5743,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,508
5744,fe:ec:da:1a:0a:e9,,-63,5,training,508
5745,6a:02:98:05:a1:fd,Ziggo,-91,5,training,508
5746,48:d3:43:6c:63:b9,Ziggo9056710,-93,5,training,508
5747,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,5,training,509
5748,b2:c2:87:e4:22:98,Ziggo,-43,5,training,509
5749,fc:ec:da:1a:0a:e9,innovate,-63,5,training,509
5750,60:33:4b:e4:c5:69,Netwerk van Joost,-49,5,training,509
5751,84:9c:a6:90:1f:88,Nitro,-78,5,training,509
5752,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,509
5753,fe:ec:da:1a:0a:e9,,-63,5,training,509
5754,6a:02:98:05:a1:fd,Ziggo,-91,5,training,509
5755,48:d3:43:6c:63:b9,Ziggo9056710,-93,5,training,509
5756,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-44,5,training,510
5757,b2:c2:87:e4:22:98,Ziggo,-43,5,training,510
5758,fc:ec:da:1a:0a:e9,innovate,-65,5,training,510
5759,60:33:4b:e4:c5:69,Netwerk van Joost,-49,5,training,510
5760,84:9c:a6:90:1f:88,Nitro,-75,5,training,510
5761,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-87,5,training,510
5762,fe:ec:da:1a:0a:e9,,-64,5,training,510
5763,6a:02:98:05:a1:fd,Ziggo,-91,5,training,510
5764,48:d3:43:6c:63:b9,Ziggo9056710,-92,5,training,510
5765,ac:22:05:23:8a:eb,SRK,-88,5,training,510
5766,68:02:b8:05:c5:14,Partytime,-91,5,training,510
5767,6a:02:98:05:c5:14,Ziggo,-91,5,training,510
5768,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-38,5,training,511
5769,b2:c2:87:e4:22:98,Ziggo,-38,5,training,511
5770,fc:ec:da:1a:0a:e9,innovate,-63,5,training,511
5771,60:33:4b:e4:c5:69,Netwerk van Joost,-46,5,training,511
5772,84:9c:a6:90:1f:88,Nitro,-71,5,training,511
5773,f4:f2:6d:8c:8b:0c,TP-LINK_AP_8B0C,-78,5,training,511
5774,fe:ec:da:1a:0a:e9,,-64,5,training,511
5775,6a:02:98:05:a1:fd,Ziggo,-91,5,training,511
5776,48:d3:43:6c:63:b9,Ziggo9056710,-92,5,training,511
5777,ac:22:05:23:8a:eb,SRK,-88,5,training,511
5778,68:02:b8:05:c5:14,Partytime,-91,5,training,511
5779,6a:02:98:05:c5:14,Ziggo,-91,5,training,511
5780,b0:c2:87:e4:22:97,Ziggo89080-2.4G,-41,5,training,512
5781,b2:c2:87:e4:22:98,Ziggo,-41,5,training,512
